TST_SpeedDem;TST_SepSealFlwSet1;TST_SepSealFlwSet2;TST_SepSealPSet1;TST_SepSealPSet2;TST_SepSealControlTyp;TST_StepDuration;TST_APFlag;TST_MeasurementReq;TST_TempDemand;TST_GasType;TST_TorqueCheck
0;0.0;0;0;0;0;2;0;0;0;Air;0
